year month day hour minute second millisecond direction;
2024 10 18 12 31 33 236.869 warm;
2024 10 18 12 31 33 289.822 warm;
2024 10 18 12 31 33 475.813 warm;
2024 10 18 12 31 33 527.596 warm;
2024 10 18 12 31 53 587.378 cold;
2024 10 18 12 31 53 815.231 cold;
2024 10 18 12 38 43 217.155 warm;
2024 10 18 12 42 0 913.044 warm;
2024 10 18 12 42 1 798.76 warm;
2024 10 18 12 42 2 652.847 warm;
2024 10 18 12 42 3 573.024 warm;
2024 10 18 12 42 4 483.299 warm;
2024 10 18 12 42 5 434.22 warm;
2024 10 18 12 42 6 364.491 warm;
2024 10 18 12 42 7 441.613 warm;
2024 10 18 12 42 9 352.113 warm;
2024 10 18 12 42 10 205.608 warm;
2024 10 18 12 42 11 79.723 warm;
2024 10 18 12 42 11 964.216 warm;
2024 10 18 12 42 12 831.956 warm;
2024 10 18 12 42 13 689.607 warm;
2024 10 18 12 45 50 982.125 warm;
2024 10 18 12 45 51 368.73 warm;
2024 10 18 12 46 1 820.971 cold;
2024 10 18 12 46 2 201.697 cold;
2024 10 18 12 47 11 512.617 cold;
2024 10 18 12 47 11 554.301 cold;
2024 10 18 12 47 15 382.008 cold;
2024 10 18 12 47 15 434.567 cold;
2024 10 18 12 47 16 753.999 cold;
2024 10 18 12 47 18 174.572 cold;
2024 10 18 12 47 18 221.493 cold;
2024 10 18 12 48 35 865.25 warm;
2024 10 18 12 48 36 286.988 warm;
2024 10 18 12 48 36 645.645 warm;
2024 10 18 12 48 36 693.212 warm;
2024 10 18 12 48 37 28.045 warm;
2024 10 18 12 48 37 75.093 warm;
2024 10 18 12 48 37 695.404 warm;
2024 10 18 12 48 38 95.26 warm;
2024 10 18 12 48 38 147.242 warm;
2024 10 18 12 48 38 485.641 warm;
2024 10 18 12 48 38 537.529 warm;
2024 10 18 12 51 15 710.364 warm;
2024 10 18 13 14 57 465.021 warm;
2024 10 18 13 14 57 996.332 warm;
2024 10 18 13 15 0 813.527 warm;
2024 10 18 13 15 1 466.572 warm;
2024 10 18 13 15 4 573.767 warm;
2024 10 18 13 15 8 526.377 warm;
2024 10 18 13 15 9 133.619 warm;
2024 10 18 13 15 13 187.923 warm;
2024 10 18 13 15 21 25.249 cold;
2024 10 18 13 15 21 563.755 cold;
2024 10 18 13 15 21 647.192 cold;
2024 10 18 13 15 22 196.347 cold;
2024 10 18 13 15 23 157.243 cold;
2024 10 18 13 15 25 498.435 cold;
2024 10 18 13 15 26 653.963 cold;
2024 10 18 13 15 28 655.298 cold;
2024 10 18 13 15 29 123.476 cold;
2024 10 18 13 15 29 616.327 cold;
2024 10 18 13 15 30 568.264 cold;
2024 10 18 13 15 31 85.979 cold;
2024 10 18 13 15 31 587.125 cold;
2024 10 18 13 15 32 108.321 cold;
2024 10 18 13 15 33 474.249 warm;
2024 10 18 13 15 33 967.427 warm;
2024 10 18 13 15 34 424.977 warm;
2024 10 18 13 15 34 948.886 warm;
2024 10 18 13 15 35 406.651 warm;
2024 10 18 13 15 35 956.681 warm;
2024 10 18 13 15 36 429.495 warm;
2024 10 18 13 15 37 354.833 warm;
2024 10 18 13 15 38 324.879 warm;
2024 10 18 13 15 39 329.043 warm;
2024 10 18 13 15 41 177.46 cold;
2024 10 18 13 15 45 36.388 cold;
2024 10 18 13 15 45 988.342 cold;
2024 10 18 13 15 46 918.706 cold;
2024 10 18 13 15 47 467.877 cold;
2024 10 18 13 15 47 965.793 cold;
2024 10 18 13 15 48 519.302 cold;
2024 10 18 13 15 50 76.907 warm;
