year month day hour minute second millisecond direction;
2024 9 17 9 44 37 780.278 warm;
2024 9 17 9 44 38 420.267 warm;
2024 9 17 9 44 39 22.244 warm;
2024 9 17 9 44 39 440.113 warm;
2024 9 17 9 44 39 814.89 warm;
2024 9 17 9 44 40 190.661 warm;
2024 9 17 9 44 40 652.891 warm;
2024 9 17 9 44 41 52.674 warm;
2024 9 17 9 44 41 473.197 warm;
2024 9 17 9 44 41 893.33 warm;
2024 9 17 9 44 42 324.629 warm;
2024 9 17 9 44 42 754.964 warm;
2024 9 17 9 44 43 163.917 warm;
2024 9 17 9 44 43 572.241 warm;
2024 9 17 9 44 44 892.412 cold;
2024 9 17 9 44 45 314.519 cold;
2024 9 17 9 44 45 665.832 cold;
2024 9 17 9 44 45 995.436 cold;
2024 9 17 9 44 46 303.611 cold;
2024 9 17 9 44 46 626.654 cold;
2024 9 17 9 44 46 965.284 cold;
2024 9 17 9 44 47 288.044 cold;
2024 9 17 9 44 47 595.697 cold;
2024 9 17 9 44 47 904.934 cold;
2024 9 17 9 44 48 184.376 cold;
2024 9 17 10 54 59 675.419 warm;
2024 9 17 10 54 59 994.642 warm;
2024 9 17 10 55 0 605.834 warm;
2024 9 17 10 55 0 904.531 warm;
2024 9 17 10 55 1 835.624 warm;
2024 9 17 10 55 2 145.193 warm;
2024 9 17 10 55 2 462.919 warm;
2024 9 17 10 55 3 423.108 warm;
2024 9 17 10 55 3 746.991 warm;
2024 9 17 10 55 4 75.593 warm;
2024 9 17 10 55 5 95.423 warm;
2024 9 17 10 55 5 416.377 warm;
2024 9 17 10 55 7 734.872 warm;
2024 9 17 10 55 8 423.431 warm;
2024 9 17 10 55 22 245.628 cold;
2024 9 17 10 55 22 287.335 cold;
2024 9 17 10 55 22 576.212 cold;
2024 9 17 10 55 22 915.268 cold;
2024 9 17 10 55 22 962.138 cold;
2024 9 17 10 55 23 224.873 cold;
2024 9 17 10 55 23 574.44 cold;
2024 9 17 10 55 23 904.606 cold;
2024 9 17 10 55 23 956.725 cold;
2024 9 17 10 55 24 254.175 cold;
2024 9 17 10 55 24 306.037 cold;
2024 9 17 10 55 24 573.464 cold;
2024 9 17 10 55 24 615.081 cold;
2024 9 17 10 55 24 937.262 cold;
2024 9 17 10 55 24 993.901 cold;
2024 9 17 10 55 25 295.097 cold;
2024 9 17 10 55 25 662.582 cold;
2024 9 17 10 55 25 713.893 cold;
2024 9 17 10 55 26 35.267 cold;
2024 9 17 10 55 26 81.73 cold;
2024 9 17 10 55 26 403.448 cold;
2024 9 17 10 55 26 455.264 cold;
2024 9 17 10 55 26 776.683 cold;
2024 9 17 10 55 26 833.336 cold;
2024 9 17 10 55 27 144.888 cold;
2024 9 17 10 55 27 196.476 cold;
2024 9 17 10 55 35 163.993 warm;
2024 9 17 10 55 35 211.869 warm;
2024 9 17 10 55 35 506.539 warm;
2024 9 17 10 55 35 563.629 warm;
2024 9 17 10 55 36 727.344 warm;
2024 9 17 10 55 36 773.963 warm;
2024 9 17 10 55 37 82.423 warm;
2024 9 17 10 55 37 134.452 warm;
2024 9 17 10 55 37 411.782 warm;
2024 9 17 11 28 13 194.107 warm;
2024 9 17 11 28 13 472.17 warm;
2024 9 17 11 28 13 772.05 warm;
2024 9 17 11 28 14 83.693 warm;
2024 9 17 11 28 14 472.982 warm;
2024 9 17 11 28 14 943.933 warm;
2024 9 17 11 28 15 690.747 warm;
2024 9 17 11 28 17 620.811 warm;
2024 9 17 11 28 17 891.441 warm;
2024 9 17 11 28 18 833.657 warm;
2024 9 17 11 28 19 871.727 warm;
2024 9 17 11 28 30 685.449 cold;
2024 9 17 11 28 30 912.02 cold;
2024 9 17 11 28 31 164.427 cold;
2024 9 17 11 28 31 442.777 cold;
2024 9 17 11 28 31 489.908 cold;
2024 9 17 11 28 31 773.484 cold;
2024 9 17 11 28 32 134.26 cold;
2024 9 17 11 28 32 192.267 cold;
2024 9 17 11 28 32 520.832 cold;
2024 9 17 11 28 32 889.778 cold;
2024 9 17 11 28 33 300.599 cold;
2024 9 17 11 28 33 700.32 cold;
2024 9 17 11 28 34 124.484 cold;
2024 9 17 11 58 11 580.002 warm;
2024 9 17 13 4 6 416.337 warm;
2024 9 17 13 4 6 759.564 warm;
2024 9 17 13 4 18 918.055 cold;
2024 9 17 13 4 19 278.162 cold;
2024 9 17 13 4 31 179.498 cold;
2024 9 17 13 4 31 530.1 cold;
2024 9 17 13 5 52 699.61 warm;
2024 9 17 13 5 52 963.902 warm;
2024 9 17 13 5 53 262.775 warm;
2024 9 17 13 5 53 762.621 warm;
2024 9 17 13 5 54 94.07 warm;
2024 9 17 13 5 54 430.262 warm;
2024 9 17 13 5 54 721.733 warm;
2024 9 17 13 5 55 2.829 warm;
2024 9 17 13 5 55 644.585 cold;
2024 9 17 13 5 55 902.018 cold;
2024 9 17 13 5 56 72.345 cold;
2024 9 17 13 5 56 810.79 cold;
2024 9 17 13 5 56 990.42 cold;
2024 9 17 13 5 57 544.3 cold;
2024 9 17 13 5 57 723.87 cold;
2024 9 17 13 11 3 384.739 warm;
