year month day hour minute second millisecond direction;
2024 9 18 8 58 27 698.571 warm;
2024 9 18 8 58 27 900.19 warm;
2024 9 18 8 58 46 330.7 cold;
2024 9 18 8 58 46 542.913 cold;
2024 9 18 8 58 46 743.315 cold;
2024 9 18 8 58 48 431.33 warm;
2024 9 18 8 58 48 613.099 warm;
2024 9 18 8 58 48 782.21 warm;
2024 9 18 8 58 51 452.459 warm;
2024 9 18 8 58 51 659.148 warm;
2024 9 18 8 58 51 861.782 warm;
2024 9 18 8 58 52 219.531 warm;
2024 9 18 8 58 52 432.595 warm;
2024 9 18 8 59 1 331.435 cold;
2024 9 18 8 59 1 554.564 cold;
2024 9 18 8 59 1 760.985 cold;
2024 9 18 8 59 1 952.608 cold;
2024 9 18 8 59 8 51.632 warm;
2024 9 18 8 59 8 434.087 warm;
2024 9 18 8 59 8 593.859 warm;
2024 9 18 8 59 8 743.964 warm;
2024 9 18 8 59 8 894.08 warm;
2024 9 18 8 59 9 33.979 warm;
2024 9 18 10 55 7 56.573 warm;
2024 9 18 10 55 7 109.212 warm;
2024 9 18 10 55 7 639.056 warm;
2024 9 18 10 55 8 239.222 warm;
2024 9 18 10 55 8 845.549 warm;
2024 9 18 10 55 9 455.61 warm;
2024 9 18 10 55 10 30.405 warm;
2024 9 18 10 55 10 599.261 warm;
2024 9 18 10 55 13 606.519 warm;
2024 9 18 10 55 14 97.036 warm;
2024 9 18 10 55 14 588.363 cold;
2024 9 18 10 55 14 635.573 cold;
2024 9 18 10 55 15 287.209 warm;
2024 9 18 10 55 15 339.052 warm;
2024 9 18 10 55 15 907.333 warm;
2024 9 18 10 55 16 349.227 warm;
2024 9 18 10 55 16 396.135 warm;
2024 9 18 10 55 16 816.15 warm;
2024 9 18 10 55 16 867.677 warm;
2024 9 18 10 55 19 680.673 warm;
2024 9 18 10 55 22 136.607 warm;
2024 9 18 10 55 22 657.344 cold;
2024 9 18 10 55 23 150.312 cold;
2024 9 18 10 55 23 638.993 cold;
2024 9 18 10 55 23 701.056 cold;
2024 9 18 10 55 24 110.447 cold;
2024 9 18 10 55 24 558.113 cold;
2024 9 18 10 55 24 810.138 cold;
2024 9 18 10 55 25 37.596 cold;
2024 9 18 10 55 25 89.836 cold;
2024 9 18 10 55 25 249.26 cold;
2024 9 18 10 55 25 301.256 cold;
2024 9 18 10 55 25 440.74 cold;
2024 9 18 10 55 25 477.322 cold;
2024 9 18 10 55 25 647.481 cold;
2024 9 18 10 55 25 689.979 cold;
2024 9 18 10 55 25 849.647 cold;
2024 9 18 10 55 25 901.175 cold;
2024 9 18 10 55 26 49.716 cold;
2024 9 18 10 55 26 96.242 cold;
2024 9 18 10 55 26 229.425 cold;
2024 9 18 10 55 26 439.195 cold;
2024 9 18 10 55 26 490.353 cold;
2024 9 18 10 55 26 639.173 cold;
2024 9 18 10 55 26 690.698 cold;
2024 9 18 10 55 26 849.638 cold;
2024 9 18 10 55 26 901.201 cold;
2024 9 18 10 55 27 59.839 cold;
2024 9 18 10 55 27 101.259 cold;
2024 9 18 10 55 27 270.422 cold;
2024 9 18 10 55 27 480.046 cold;
2024 9 18 10 55 27 669.338 cold;
2024 9 18 10 55 27 720.809 cold;
2024 9 18 10 55 27 869.333 cold;
2024 9 18 10 55 27 920.784 cold;
2024 9 18 10 55 29 439.783 warm;
2024 9 18 10 55 30 46.782 warm;
2024 9 18 10 55 30 679.617 warm;
2024 9 18 10 55 31 316.585 warm;
2024 9 18 10 55 31 851.008 warm;
2024 9 18 10 55 32 411.425 warm;
2024 9 18 10 55 33 980.706 cold;
2024 9 18 10 55 34 350.782 cold;
2024 9 18 10 55 34 720.952 warm;
2024 9 18 10 55 35 97.652 cold;
2024 9 18 10 55 35 498.301 cold;
2024 9 18 10 55 35 817.232 cold;
2024 9 18 10 55 36 208.493 cold;
2024 9 18 10 55 36 516.737 cold;
2024 9 18 10 55 36 911.038 cold;
2024 9 18 10 55 37 320.023 cold;
2024 9 18 10 55 37 718.655 cold;
2024 9 18 10 55 38 97.042 cold;
2024 9 18 10 55 38 138.621 cold;
2024 9 18 10 55 38 471.082 cold;
2024 9 18 10 55 38 517.666 cold;
2024 9 18 10 55 38 809.806 cold;
2024 9 18 10 55 39 30.318 warm;
2024 9 18 10 55 39 810.623 warm;
2024 9 18 10 55 46 178.615 warm;
2024 9 18 10 55 46 591.597 warm;
2024 9 18 10 55 46 639.123 warm;
2024 9 18 10 55 47 87.546 warm;
2024 9 18 10 55 48 520.681 cold;
2024 9 18 10 55 51 657.18 warm;
2024 9 18 10 55 51 837.425 warm;
2024 9 18 10 55 52 18.501 warm;
2024 9 18 10 55 52 148.806 warm;
2024 9 18 10 55 52 472.626 warm;
2024 9 18 10 55 53 297.288 warm;
2024 9 18 10 55 56 30.205 warm;
2024 9 18 10 55 59 459.687 cold;
2024 9 18 10 55 59 640.947 cold;
2024 9 18 10 56 0 218.323 cold;
2024 9 18 10 56 0 768.591 cold;
2024 9 18 10 56 1 267.192 cold;
2024 9 18 10 56 1 589.935 cold;
2024 9 18 10 56 1 750.728 cold;
2024 9 18 10 56 2 672.058 cold;
2024 9 18 10 56 3 98.48 cold;
2024 9 18 10 56 3 488.45 cold;
2024 9 18 10 56 3 950.436 warm;
2024 9 18 10 56 5 238.083 cold;
2024 9 18 10 56 5 500.233 warm;
2024 9 18 11 12 31 732.98 warm;
2024 9 18 11 12 33 570.777 warm;
2024 9 18 11 12 34 643.771 warm;
2024 9 18 11 12 36 53.134 warm;
2024 9 18 11 12 37 951.83 cold;
2024 9 18 11 12 49 565.182 warm;
2024 9 18 11 12 50 623.907 warm;
2024 9 18 12 20 53 204.365 warm;
2024 9 18 12 20 53 693.999 warm;
2024 9 18 12 20 55 22 warm;
2024 9 18 12 20 55 891.971 warm;
2024 9 18 12 20 57 663.804 warm;
2024 9 18 12 21 0 173.843 warm;
2024 9 18 12 21 4 853.389 warm;
2024 9 18 12 21 13 842.002 warm;
2024 9 18 12 21 15 221.995 warm;
2024 9 18 12 21 16 285.159 warm;
2024 9 18 12 21 41 275.53 cold;
2024 9 18 12 21 42 497.041 cold;
2024 9 18 12 21 43 785.755 cold;
2024 9 18 12 21 44 105.33 cold;
2024 9 18 12 21 44 705.956 cold;
2024 9 18 12 21 45 346.36 cold;
2024 9 18 12 21 45 665.126 cold;
2024 9 18 12 21 46 967.208 cold;
2024 9 18 12 21 49 15.561 cold;
2024 9 18 12 21 49 248.388 cold;
2024 9 18 12 21 50 318.308 cold;
2024 9 18 12 24 28 694.382 warm;
2024 9 18 12 24 29 240.902 warm;
2024 9 18 12 24 29 746.168 warm;
2024 9 18 12 24 31 453.164 cold;
2024 9 18 12 24 31 792.853 cold;
2024 9 18 12 24 32 185.9 cold;
2024 9 18 12 24 32 485.37 warm;
2024 9 18 12 24 32 813.851 warm;
2024 9 18 12 24 33 126.984 cold;
2024 9 18 12 24 33 502.433 warm;
2024 9 18 12 24 33 554.458 cold;
2024 9 18 12 24 33 822.925 warm;
2024 9 18 12 24 34 315.795 cold;
2024 9 18 12 24 34 702.923 cold;
2024 9 18 12 24 35 124.394 cold;
2024 9 18 12 24 35 181.628 cold;
2024 9 18 12 24 36 5.817 warm;
2024 9 18 12 24 36 564.568 warm;
2024 9 18 12 24 37 174.238 warm;
2024 9 18 12 24 37 226.28 warm;
2024 9 18 12 24 38 431.734 cold;
2024 9 18 12 24 38 525.153 cold;
2024 9 18 12 24 38 891.737 cold;
2024 9 18 12 24 39 263.911 cold;
2024 9 18 12 24 39 315.812 cold;
2024 9 18 12 24 39 362.727 cold;
2024 9 18 12 24 39 683.139 cold;
2024 9 18 12 24 39 724.604 cold;
2024 9 18 12 24 40 124.382 cold;
2024 9 18 12 24 40 931.532 cold;
2024 9 18 12 24 41 516.063 cold;
2024 9 18 12 24 41 563.05 warm;
2024 9 18 12 24 42 195.238 warm;
2024 9 18 12 24 42 242.523 warm;
2024 9 18 12 24 42 843.709 cold;
2024 9 18 12 24 43 162.31 cold;
2024 9 18 12 24 43 715.245 warm;
2024 9 18 12 24 43 762.432 warm;
2024 9 18 12 59 0 825.12 cold;
2024 9 18 12 59 1 234.625 warm;
2024 9 18 12 59 1 651.708 warm;
2024 9 18 12 59 1 693.397 warm;
2024 9 18 12 59 2 125.919 warm;
2024 9 18 12 59 2 173.484 warm;
2024 9 18 12 59 2 574.351 warm;
2024 9 18 12 59 2 982.858 warm;
2024 9 18 12 59 3 35.042 warm;
2024 9 18 12 59 3 434.106 warm;
2024 9 18 12 59 3 491.678 cold;
2024 9 18 12 59 3 896.632 warm;
2024 9 18 12 59 4 395.092 warm;
2024 9 18 12 59 4 852.136 cold;
2024 9 18 12 59 7 163.557 warm;
2024 9 18 12 59 7 215.637 warm;
2024 9 18 12 59 7 805.013 cold;
2024 9 18 12 59 7 852.179 warm;
2024 9 18 12 59 8 482.716 warm;
2024 9 18 12 59 8 524.392 warm;
2024 9 18 12 59 9 204.274 warm;
2024 9 18 12 59 9 913.718 warm;
2024 9 18 12 59 9 965.225 warm;
2024 9 18 12 59 10 572.994 warm;
2024 9 18 12 59 10 614.447 warm;
2024 9 18 12 59 11 323.903 cold;
