year month day hour minute second millisecond direction;
2024 10 21 11 6 54 696.704 warm;
2024 10 21 11 6 54 870.131 warm;
2024 10 21 11 6 54 917.104 warm;
2024 10 21 11 6 55 357.846 warm;
2024 10 21 11 6 55 409.609 warm;
2024 10 21 11 6 55 977.541 warm;
2024 10 21 11 6 56 39.583 warm;
2024 10 21 11 6 56 158.454 warm;
2024 10 21 11 6 56 617.871 warm;
2024 10 21 11 6 56 807.726 warm;
2024 10 21 11 6 56 860.06 warm;
2024 10 21 11 6 56 989.138 warm;
2024 10 21 11 6 57 186.073 warm;
2024 10 21 11 6 57 238.842 warm;
2024 10 21 11 6 57 529.858 warm;
2024 10 21 11 6 57 577.274 warm;
2024 10 21 14 3 48 837.615 cold;
2024 10 21 14 5 25 772.089 warm;
2024 10 21 16 6 43 141.944 warm;
2024 10 21 16 6 43 414.249 warm;
2024 10 21 16 6 43 683.92 warm;
2024 10 21 16 6 43 936.346 warm;
2024 10 21 16 6 44 235.329 warm;
2024 10 21 16 6 44 502.988 warm;
2024 10 21 16 6 44 555.076 warm;
2024 10 21 16 6 44 782.69 warm;
2024 10 21 16 6 44 834.945 warm;
2024 10 21 16 6 45 62.235 warm;
2024 10 21 16 6 45 344.65 warm;
2024 10 21 16 6 45 616.56 warm;
2024 10 21 16 6 45 934.259 warm;
2024 10 21 16 6 46 266.295 warm;
2024 10 21 16 6 46 634.57 warm;
2024 10 21 16 6 46 966.942 warm;
2024 10 21 16 6 47 283.973 warm;
2024 10 21 16 6 47 585.321 warm;
2024 10 21 16 6 47 891.75 warm;
2024 10 21 16 6 48 193.396 warm;
2024 10 21 16 6 48 505.518 warm;
2024 10 21 16 6 48 802.392 cold;
2024 10 21 16 6 49 106.522 warm;
2024 10 21 16 6 49 384.304 warm;
2024 10 21 16 6 49 707.063 warm;
2024 10 21 16 6 49 753.525 warm;
2024 10 21 16 6 50 14.575 warm;
2024 10 21 16 6 50 56.453 warm;
2024 10 21 16 6 50 322.471 warm;
2024 10 21 16 6 50 655.9 warm;
2024 10 21 16 6 50 972.691 warm;
2024 10 21 16 6 51 274.575 warm;
2024 10 21 16 6 51 565.76 warm;
2024 10 21 16 6 51 897.681 warm;
2024 10 21 16 6 52 234.678 warm;
2024 10 21 16 6 52 556.3 warm;
2024 10 21 16 6 52 883.744 warm;
2024 10 21 16 6 53 216.39 warm;
2024 10 21 16 6 55 616.295 cold;
2024 10 21 16 6 55 884.314 cold;
2024 10 21 16 6 56 173.062 cold;
2024 10 21 16 6 56 476.86 cold;
2024 10 21 16 6 56 803.295 cold;
2024 10 21 16 6 57 73.577 cold;
2024 10 21 16 6 57 353.923 cold;
2024 10 21 16 6 57 664.304 cold;
2024 10 21 16 6 57 964.614 cold;
2024 10 21 16 6 58 345.065 cold;
2024 10 21 16 6 58 514.345 cold;
2024 10 21 16 6 58 784.106 warm;
2024 10 21 16 6 59 74.036 warm;
2024 10 21 16 6 59 375.159 cold;
2024 10 21 16 6 59 644.36 cold;
2024 10 21 16 6 59 924.312 cold;
2024 10 21 16 7 0 233.444 warm;
2024 10 21 16 7 0 843.517 cold;
2024 10 21 16 7 1 104.566 cold;
2024 10 21 16 7 1 395.674 cold;
2024 10 21 16 7 1 666.778 cold;
2024 10 21 16 7 1 963.856 cold;
2024 10 21 16 7 2 276.558 cold;
2024 10 21 16 7 2 532.995 cold;
2024 10 21 16 7 2 824.829 cold;
2024 10 21 16 7 3 137.48 cold;
2024 10 21 16 7 3 434.76 cold;
2024 10 21 16 7 3 752.518 cold;
2024 10 21 16 8 20 486.983 cold;
2024 10 21 16 8 21 326.427 cold;
2024 10 21 16 8 21 578.378 cold;
2024 10 21 16 8 21 966.35 cold;
2024 10 21 16 8 22 518.465 cold;
2024 10 21 16 8 23 169.467 cold;
2024 10 21 16 8 23 518.386 cold;
2024 10 21 16 8 23 840.247 cold;
2024 10 21 16 8 24 167.067 cold;
2024 10 21 16 8 24 511.607 cold;
2024 10 21 16 8 24 829.775 cold;
2024 10 21 16 8 25 139.02 cold;
2024 10 21 16 8 26 879.594 warm;
2024 10 21 16 8 27 168.955 warm;
2024 10 21 16 8 27 457.817 warm;
2024 10 21 16 8 27 750.996 warm;
2024 10 21 16 8 28 39.025 warm;
2024 10 21 16 8 29 728.519 warm;
2024 10 21 16 8 29 888.014 warm;
2024 10 21 16 8 30 160.876 warm;
2024 10 21 16 8 33 8.883 warm;
2024 10 21 16 8 34 146.551 warm;
2024 10 21 16 8 34 430.919 warm;
2024 10 21 16 8 34 637.859 warm;
2024 10 21 16 8 34 906.31 warm;
2024 10 21 16 8 35 146.926 warm;
2024 10 21 16 8 35 886.327 warm;
2024 10 21 16 8 44 848.489 cold;
2024 10 21 16 8 45 131.503 cold;
2024 10 21 16 8 45 399.299 cold;
2024 10 21 16 8 46 192.609 cold;
2024 10 21 16 8 46 531.815 warm;
2024 10 21 16 8 46 830.706 cold;
2024 10 21 16 8 47 190.318 cold;
2024 10 21 16 8 47 457.904 cold;
2024 10 21 16 8 47 739.387 cold;
2024 10 21 16 8 48 11.823 cold;
2024 10 21 16 8 48 309.534 cold;
2024 10 21 16 8 49 67.102 cold;
2024 10 21 16 8 49 350.664 cold;
2024 10 21 16 8 49 587.116 cold;
2024 10 21 16 8 49 808.168 cold;
2024 10 21 16 8 50 79.174 cold;
2024 10 21 16 8 50 299.209 cold;
2024 10 21 16 8 50 519.245 cold;
2024 10 21 16 8 50 800.685 cold;
2024 10 21 16 8 58 210.83 warm;
2024 10 21 16 8 58 489.197 warm;
2024 10 21 16 8 58 850.058 warm;
2024 10 21 16 8 59 318.14 warm;
2024 10 21 16 9 0 188.069 warm;
2024 10 21 16 9 0 589.795 warm;
2024 10 21 16 9 0 949.918 warm;
2024 10 21 16 9 1 308.695 warm;
2024 10 21 16 9 2 619.971 cold;
2024 10 21 16 9 3 92.405 cold;
2024 10 21 16 10 42 952.754 warm;
2024 10 22 8 59 46 563.083 warm;
2024 10 22 8 59 46 620.513 warm;
2024 10 22 8 59 46 740.054 warm;
2024 10 22 8 59 46 791.996 warm;
2024 10 22 8 59 47 80.967 warm;
2024 10 22 8 59 47 133.053 warm;
2024 10 22 8 59 47 272.461 warm;
2024 10 22 8 59 47 489.188 warm;
2024 10 22 8 59 47 541.018 warm;
2024 10 22 8 59 47 772.245 warm;
2024 10 22 8 59 48 258.556 warm;
2024 10 22 8 59 48 300.121 warm;
2024 10 22 10 59 17 9.968 warm;
2024 10 22 10 59 17 596.29 warm;
2024 10 22 10 59 18 126.032 warm;
2024 10 22 10 59 18 599.48 warm;
2024 10 22 10 59 18 661.713 warm;
2024 10 22 10 59 18 931.056 warm;
2024 10 22 10 59 18 988.085 warm;
2024 10 22 10 59 19 230.088 warm;
2024 10 22 10 59 19 288.05 warm;
2024 10 22 10 59 19 517.478 warm;
2024 10 22 10 59 19 786.655 warm;
2024 10 22 10 59 20 7.971 warm;
2024 10 22 10 59 20 238.703 warm;
2024 10 22 10 59 20 499.587 warm;
2024 10 22 10 59 41 528.793 cold;
2024 10 22 10 59 41 900.116 cold;
2024 10 22 10 59 44 919.037 warm;
2024 10 22 10 59 45 350.363 warm;
2024 10 22 10 59 45 810.739 warm;
2024 10 22 10 59 46 718.398 cold;
2024 10 22 10 59 46 770.305 cold;
2024 10 22 10 59 47 130.583 cold;
2024 10 22 10 59 47 177.718 cold;
2024 10 22 10 59 47 499.363 cold;
2024 10 22 10 59 47 552.158 cold;
2024 10 22 10 59 48 488.93 warm;
2024 10 22 10 59 48 541.854 warm;
2024 10 22 10 59 51 30.496 cold;
2024 10 22 10 59 51 630.856 warm;
2024 10 22 10 59 52 362.263 cold;
2024 10 22 10 59 52 679.331 cold;
2024 10 22 10 59 52 881.427 cold;
2024 10 22 10 59 53 119.393 cold;
2024 10 22 10 59 53 269.021 cold;
2024 10 22 10 59 53 552.803 cold;
2024 10 22 10 59 53 992.207 cold;
2024 10 22 10 59 54 398.513 cold;
2024 10 22 10 59 54 608.845 cold;
2024 10 22 10 59 54 828.873 cold;
2024 10 22 10 59 54 880.328 cold;
2024 10 22 10 59 55 8.581 cold;
2024 10 22 10 59 55 208.089 cold;
2024 10 22 10 59 55 468.716 cold;
2024 10 22 10 59 55 657.991 cold;
2024 10 22 10 59 58 490.823 warm;
2024 10 22 10 59 58 758.296 warm;
2024 10 22 10 59 59 541.41 cold;
2024 10 22 11 0 0 929.839 cold;
2024 10 22 11 0 1 532.894 cold;
2024 10 22 11 0 1 579.391 cold;
2024 10 22 11 0 1 799.747 cold;
2024 10 22 11 0 2 590.407 warm;
2024 10 22 11 0 2 888.981 warm;
2024 10 22 11 0 3 89.827 warm;
2024 10 22 11 0 8 763.136 warm;
2024 10 22 11 0 9 168.737 warm;
2024 10 22 11 0 10 99.231 cold;
2024 10 22 11 0 10 152.312 cold;
2024 10 22 11 0 10 694.325 cold;
2024 10 22 11 0 10 741.65 cold;
2024 10 22 11 0 11 629.164 warm;
2024 10 22 11 0 11 863.139 warm;
2024 10 22 11 0 12 80.618 warm;
2024 10 22 11 0 12 303.649 warm;
2024 10 22 11 0 12 528.349 warm;
2024 10 22 11 0 12 762.712 warm;
2024 10 22 11 0 13 731.354 warm;
2024 10 22 11 0 13 783.267 warm;
2024 10 22 11 0 15 109.309 warm;
2024 10 22 11 0 15 161.701 warm;
2024 10 22 11 0 19 91.65 warm;
2024 10 22 11 0 19 143.064 warm;
2024 10 22 11 0 21 650.731 cold;
2024 10 22 11 0 22 552.226 cold;
2024 10 22 11 0 23 19.409 cold;
2024 10 22 11 0 23 373.874 cold;
2024 10 22 11 0 25 149.534 warm;
2024 10 22 11 0 25 201.995 cold;
2024 10 22 11 0 25 802.558 cold;
2024 10 22 11 0 25 849.341 cold;
2024 10 22 11 0 26 173.799 cold;
2024 10 22 11 0 26 210.535 cold;
2024 10 22 11 0 26 503.605 warm;
2024 10 22 11 0 26 560.778 cold;
2024 10 22 11 0 26 751.47 cold;
2024 10 22 11 0 26 813.726 cold;
2024 10 22 11 0 26 979.587 cold;
2024 10 22 11 0 27 31.534 cold;
2024 10 22 11 0 27 350.448 cold;
2024 10 22 11 0 27 402.442 cold;
2024 10 22 11 0 27 582.341 cold;
2024 10 22 11 0 30 521.726 warm;
2024 10 22 11 0 31 243.838 warm;
2024 10 22 11 0 31 449.148 warm;
2024 10 22 11 0 31 690.343 warm;
2024 10 22 11 0 31 942.095 warm;
2024 10 22 11 0 32 178.877 warm;
2024 10 22 11 0 32 452.358 warm;
2024 10 22 11 0 32 870.635 warm;
2024 10 22 11 0 33 291.363 warm;
2024 10 22 11 0 33 343.36 warm;
2024 10 22 11 0 33 901.629 warm;
2024 10 22 11 0 34 500.979 warm;
2024 10 22 11 0 40 710.648 cold;
2024 10 22 11 0 40 773.695 cold;
2024 10 22 11 0 41 621.077 cold;
2024 10 22 11 0 41 673.618 cold;
2024 10 22 11 0 41 983.552 warm;
2024 10 22 11 0 42 30.891 cold;
2024 10 22 11 0 42 590.859 cold;
2024 10 22 11 0 42 642.945 cold;
2024 10 22 11 0 42 864.605 cold;
2024 10 22 11 0 42 911.481 cold;
2024 10 22 11 0 43 123.651 cold;
2024 10 22 11 0 43 170.44 cold;
2024 10 22 11 0 43 340.454 cold;
2024 10 22 11 0 43 392.342 cold;
2024 10 22 11 0 43 593.105 cold;
2024 10 22 11 0 43 645.06 cold;
2024 10 22 11 0 43 830.146 cold;
2024 10 22 11 0 43 881.75 cold;
2024 10 22 11 0 44 81.334 cold;
2024 10 22 11 0 44 392.965 cold;
2024 10 22 11 0 44 454.767 cold;
2024 10 22 11 0 47 160.672 cold;
2024 10 22 11 0 47 391.223 cold;
2024 10 22 11 0 47 601.467 cold;
2024 10 22 11 0 47 831.695 cold;
2024 10 22 11 0 48 61.965 cold;
2024 10 22 11 0 48 292.284 cold;
2024 10 22 11 0 48 542.878 cold;
2024 10 22 11 0 48 753.074 cold;
2024 10 22 11 0 48 984.035 cold;
2024 10 22 11 0 51 241.688 cold;
2024 10 22 11 0 51 441.336 warm;
2024 10 22 11 0 51 673.368 warm;
2024 10 22 11 0 51 890.848 warm;
2024 10 22 11 0 52 103.428 warm;
2024 10 22 11 0 52 300.686 warm;
2024 10 22 11 0 52 441.442 warm;
2024 10 22 11 0 52 604.307 warm;
